address,created,id_user,active,Property_type,Price,Bedrooms,Bathrooms,Car_spaces,new_or_established,Swimming_pool,Garage,Balcony,Outdoor_area,Undercover_parking,Shed,Fully_fenced,Outdoor_spa,Tennis_court,Ensuite,DishWasher,Study,Built_in_robes,Alarm_system,Broadband,Floorboards,Gym,Rumpus_room,Workshop,Air_conditioning,Solar_panels,Heating,High_energy_efficiency,Water_tank,Solar_hot_water,user_id,Updated,plan 
"640 Ronnie Wynd
Port Pamela, NSW, 2262",2019-06-09 16:22:12,fa1b8bee-6cd8-4f62-92b3-b61c7636abce,1,House,205000,9,12,9,Established,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,2019-06-09 16:22:12,
"Level 4
 9 Megan Tollway
East Teresa, NT, 2965",2019-06-09 16:22:12,3d589f4d-4eb8-4e0c-b7ef-5d2e561d4d4f,1,Retirement Living,260000,3,15,3,Established,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,2019-06-09 16:22:12,
"70 Barton Anchorage
Beckberg, ACT, 2665",2019-06-09 16:22:12,44c1e5a1-305b-445e-af8f-e95f76a057ab,1,Villa,475000,4,8,5,Established,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,2019-06-09 16:22:12,
"10 Robert Meander
Port Teresaport, NT, 2662",2019-06-09 16:22:12,36c4d1d7-bc32-4824-8a56-eb628f2cd0fe,1,Rural,65000,9,7,3,New,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,2019-06-09 16:22:12,
"Apt. 460
 21 Williamson Pass
Lake Benjamin, NSW, 2904",2019-06-09 16:22:12,c6cd0254-96d1-4fc8-956f-303fbaab7707,1,Townhouse,400000,17,13,7,Established,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2019-06-09 16:22:12,
"Suite 230
 330 Kathy Slope
East Debraberg, NT, 5100",2019-06-09 16:22:12,7d7b77a5-de41-40fa-bfc4-8f4dd5973735,1,Villa,445000,13,18,1,Established,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,2019-06-09 16:22:12,
"0 /
 7 Ali Brow
South Marcbury, SA, 2950",2019-06-09 16:22:12,74beb743-fafc-4ca7-91e6-74ca8f0006ab,1,Apartment_Unit,235000,2,16,7,Established,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,2019-06-09 16:22:12,
"8 Charles Quays
South Kathrynton, VIC, 5121",2019-06-09 16:22:12,4e678e79-7c92-4580-a8a1-e21ff357986d,1,Land,620000,13,14,7,New,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,2019-06-09 16:22:12,
"31 Knox Intersection
Williamsborough, ACT, 2907",2019-06-09 16:22:12,7aaec7af-f452-4538-8e72-6e908839b8f1,1,House,250000,7,10,6,New,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,2019-06-09 16:22:12,
"8 George Copse
New Joseph, ACT, 2121",2019-06-09 16:22:12,1e86b446-375c-4aaa-9168-c4280f0d24ee,1,Block Of Units,650000,2,1,4,Established,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2019-06-09 16:22:12,
"2 Pierce Causeway
Port Terriburgh, NT, 2019",2019-06-09 16:22:12,5683d030-e2fc-4e6d-bba5-5a99ba4c41d1,1,Acreage,530000,3,2,4,New,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,2019-06-09 16:22:12,
"46 /
 68 Campbell Terrace
Jamesborough, NT, 2954",2019-06-09 16:22:12,807f28e3-fdf7-4023-9bd6-d574053093a0,1,Retirement Living,190000,9,3,6,New,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,2019-06-09 16:22:12,
"071 Paul Promenade
Santoshaven, SA, 2923",2019-06-09 16:22:12,79f05c29-448b-4151-b950-d10f6ae9a77f,1,Block Of Units,230000,11,6,2,New,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,2019-06-09 16:22:12,
"1 Roger View
South Bradleyborough, NSW, 0932",2019-06-09 16:22:12,44945627-b4fd-4895-a6cc-d5df0000ee5a,1,Land,160000,19,1,8,Established,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,2019-06-09 16:22:12,
"28 /
 46 Rodriguez Alleyway
Ericville, NSW, 2332",2019-06-09 16:22:12,c7ad8fba-6841-4f16-bf4e-b7a1bcdff814,1,Rural,670000,12,13,9,New,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,2019-06-09 16:22:12,
"8 /
 40 Melissa Trailer
Lake Thomashaven, VIC, 2643",2019-06-09 16:22:12,f4b64a98-7df6-4231-b08a-0cf7d45e5e2a,1,Acreage,775000,9,10,1,New,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,2019-06-09 16:22:12,
"Unit 24
 1 Sarah Garden
Allentown, NSW, 2604",2019-06-09 16:22:12,0fc088f2-2fec-4781-aaed-ffc9547bba4b,1,Retirement Living,815000,18,11,3,Established,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,2019-06-09 16:22:12,
"909 Lisa Frontage
Colemanton, SA, 2604",2019-06-09 16:22:12,6c409bc8-f34f-4f23-90f7-ecac1938350c,1,Apartment_Unit,450000,8,6,7,Established,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,2019-06-09 16:22:12,
"954 Valdez Rise
Rangeltown, ACT, 0288",2019-06-09 16:22:12,e2d39377-db0f-485d-ac79-1be1e873cedb,1,Retirement Living,895000,7,16,4,New,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,2019-06-09 16:22:12,
"Flat 06
 988 Derek Quay
New Sarashire, ACT, 2511",2019-06-09 16:22:12,123352a4-8536-4c12-ad68-661a0f8e4827,1,Retirement Living,625000,12,5,5,New,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,2019-06-09 16:22:12,
"1 Dana Firetrail
Michaelhaven, QLD, 2938",2019-06-09 16:22:12,8c725f26-f0a5-44c0-b50a-cdf09225c922,1,House,560000,15,18,3,New,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,2019-06-09 16:22:12,
"Unit 45
 0 Garcia Glen
Lake Sharonton, TAS, 0891",2019-06-09 16:22:12,ce0eee00-11f9-437b-9cf3-52351b4ff680,1,Villa,555000,6,14,9,New,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,2019-06-09 16:22:12,
"45 /
 87 Mcdaniel Crossway
Lake Jacquelinechester, TAS, 2207",2019-06-09 16:22:12,23ce3d0e-2e63-468a-a8e2-55667f3ef071,1,Townhouse,320000,10,7,9,Established,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,2019-06-09 16:22:12,
"Level 2
 9 Henry Dip
Julieburgh, ACT, 2620",2019-06-09 16:22:12,d28cd036-8f20-4fbd-9099-e6d52d6c13d3,1,Acreage,210000,11,9,7,New,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,2019-06-09 16:22:12,
"817 Dawn Rosebowl
Hickstown, VIC, 2907",2019-06-09 16:22:12,edce41f5-f7dc-4471-b19b-2000c7e691d6,1,Retirement Living,805000,7,18,9,New,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,2019-06-09 16:22:12,
"2 Wilcox Copse
South Carlosmouth, SA, 0222",2019-06-09 16:22:12,095e460d-7213-4975-946b-ce042bec5191,1,House,50000,8,1,5,Established,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,2019-06-09 16:22:12,
"9 Perkins Colonnade
Bradfordtown, ACT, 2890",2019-06-09 16:22:12,a6695edc-a479-4f63-aa44-be567aa0f102,1,Villa,420000,10,8,6,Established,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,2019-06-09 16:22:12,
"1 West Vista
South Taylorfurt, WA, 7503",2019-06-09 16:22:12,08751648-f061-4e1b-820c-4dc465294725,1,House,615000,15,17,2,Established,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,2019-06-09 16:22:12,
"28 Hurley Cross
Taramouth, NT, 4507",2019-06-09 16:22:12,6405cb41-9dac-45f5-b222-a72a3a7075f1,1,Villa,110000,10,5,6,Established,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,2019-06-09 16:22:12,
"973 Daryl Estate
New Susanville, NT, 2953",2019-06-09 16:22:12,01090576-1c91-4b4d-9bfd-d5ce9936cd6c,1,Townhouse,480000,17,7,8,Established,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,2019-06-09 16:22:12,
"Flat 07
 018 Jackson Artery
Paceberg, WA, 9313",2019-06-09 16:22:12,ee339416-d6b6-4439-b935-366cf0e2aae5,1,Land,400000,1,17,7,Established,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,2019-06-09 16:22:12,
"Apt. 290
 0 Alison Elbow
St. Spencerbury, QLD, 3904",2019-06-09 16:22:12,c2d1df39-52f0-4420-8a67-d36e5a7f2308,1,Acreage,650000,2,11,5,Established,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,2019-06-09 16:22:12,
"834 Smith Quadrant
St. James, SA, 2620",2019-06-09 16:22:12,916fa851-89f9-4647-bd35-5f1564df35dc,1,Acreage,355000,9,4,1,New,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,2019-06-09 16:22:12,
"8 Stephanie Quay
Macdonaldtown, QLD, 6884",2019-06-09 16:22:12,4f03c711-6dbb-4452-8958-926be3a580a7,1,Villa,335000,6,18,2,Established,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,2019-06-09 16:22:12,
"Flat 23
 02 Munoz Byway
South Daniel, NT, 2619",2019-06-09 16:22:12,595a309e-ab13-4af9-a0c1-deed0e153c39,1,Townhouse,180000,7,17,3,New,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,2019-06-09 16:22:12,
"8 /
 3 Gabrielle Extension
East Wendymouth, SA, 4952",2019-06-09 16:22:12,b998b506-b6df-45e9-ad4d-bb893a516ab7,1,Land,675000,19,11,7,New,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2019-06-09 16:22:12,
"Flat 61
 496 Brenda Reserve
Dwaynebury, NT, 2685",2019-06-09 16:22:12,3cf4cb7e-2a3e-46e1-94ab-03c54453e1b2,1,Block Of Units,735000,2,2,2,Established,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,2019-06-09 16:22:12,
"19 Morgan Follow
Farrellstad, NT, 2920",2019-06-09 16:22:12,0e736534-a599-4e4d-9e16-628b87a7da20,1,Rural,550000,16,12,3,New,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,2019-06-09 16:22:12,
"Flat 87
 5 Megan Corner
New Rebeccahaven, ACT, 2956",2019-06-09 16:22:12,dff4fa58-5f50-4b73-ae43-d2ac754ccc68,1,Land,290000,10,12,1,Established,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,2019-06-09 16:22:12,
"Level 8
 4 Patterson Centre
Jenniferburgh, WA, 2668",2019-06-09 16:22:12,7c8b6f43-c37e-4a9b-b6f5-085910666b65,1,Townhouse,520000,17,15,3,Established,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,2019-06-09 16:22:12,
"90 John Park
New Jeanetteberg, SA, 2630",2019-06-09 16:22:12,431847f7-e4ab-4f43-a542-7e217e6729c8,1,Land,800000,1,13,6,New,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2019-06-09 16:22:12,
"7 Brooke Fairway
North Brandon, NSW, 2621",2019-06-09 16:22:12,6ca28d8d-f777-4e81-b65f-b844c0fac7ca,1,Rural,325000,3,7,2,Established,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,2019-06-09 16:22:12,
"Level 6
 8 Marie Mew
Sparksberg, NSW, 2608",2019-06-09 16:22:12,aaf27b87-00d0-4eec-9be8-0710f518381f,1,Rural,270000,8,3,9,Established,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,2019-06-09 16:22:12,
"398 Danny Route
West Michaelton, QLD, 4092",2019-06-09 16:22:12,9a543927-ddb7-4e5f-a57b-c7fe515270ec,1,House,285000,3,12,6,Established,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,2019-06-09 16:22:12,
"Level 7
 89 Henry Fire Track
Natalieborough, WA, 2661",2019-06-09 16:22:12,fb5801af-f53e-488c-8651-7bd35de6a6ec,1,House,925000,18,19,9,Established,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,2019-06-09 16:22:12,
"Unit 09
 529 Chloe Freeway
Travistown, NSW, 2953",2019-06-09 16:22:12,734a70a0-08a5-4f26-9dc8-31be32a8eafd,1,Villa,195000,8,16,8,New,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,2019-06-09 16:22:12,
"49 Valerie Triangle
East Philipland, TAS, 2652",2019-06-09 16:22:12,5a8616d5-ebb9-465d-a672-51bd16ce4fe9,1,Land,205000,2,8,3,Established,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,2019-06-09 16:22:12,
"Level 6
 57 Jennifer Quay
Lisastad, SA, 2691",2019-06-09 16:22:12,a4489bac-1f7d-4bd4-9cd5-9dc133bfbbe5,1,Block Of Units,860000,12,10,3,New,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,2019-06-09 16:22:12,
"547 Schultz Thoroughfare
Williamsmouth, NT, 0891",2019-06-09 16:22:12,8b84c3b7-bc21-4141-95df-c9e67c477eaa,1,Acreage,855000,11,13,9,Established,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,2019-06-09 16:22:12,
"563 /
 007 Reese Mews
Michaelshire, ACT, 2926",2019-06-09 16:22:12,0df3275c-410b-4824-bb4b-4ece2c08fecb,1,Apartment_Unit,945000,18,2,2,Established,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,2019-06-09 16:22:12,
"85 Christopher Rosebowl
Johnsonfurt, QLD, 1371",2019-06-09 16:22:12,319cfa50-c9a0-4873-abd4-ca2a57b8f0c8,1,Apartment_Unit,865000,11,2,9,New,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,2019-06-09 16:22:12,
"8 Valentine Viaduct
Maryton, VIC, 2641",2019-06-09 16:22:12,2474d72e-125c-45af-a789-2e45b0b1b0ae,1,Block Of Units,300000,6,14,1,New,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,2019-06-09 16:22:12,
"3 Bell Elbow
Smithberg, ACT, 2700",2019-06-09 16:22:12,be7387e7-fc3c-49bd-b4c2-a39b06e44364,1,Block Of Units,340000,17,7,3,New,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,2019-06-09 16:22:12,
"6 Anthony Triangle
Smithberg, WA, 2612",2019-06-09 16:22:12,3c11919d-3571-484e-9154-29c53c009d65,1,Rural,730000,9,11,7,Established,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,2019-06-09 16:22:12,
"05 Miller Trailer
Lake Danielle, TAS, 2931",2019-06-09 16:22:12,85894249-7c38-40ae-8ad5-75bfb2882143,1,Apartment_Unit,500000,8,19,2,Established,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,2019-06-09 16:22:12,
"045 Bradley Centreway
New Jasonport, QLD, 2335",2019-06-09 16:22:12,27c91b9a-2f43-45be-8178-b2eda502b09e,1,House,560000,2,1,2,New,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,2019-06-09 16:22:12,
"82 Michael Point
North Josephberg, VIC, 2682",2019-06-09 16:22:12,f5a17d8e-d5cb-4c2c-8ff5-4cea65c60e99,1,Villa,715000,11,18,9,Established,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,2019-06-09 16:22:12,
"9 Obrien Driveway
Collierfort, WA, 2920",2019-06-09 16:22:12,c9186ac9-500a-4cfa-80fb-3f4ef79cd817,1,Land,425000,15,18,7,Established,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,2019-06-09 16:22:12,
"0 Justin Roadway
Ericbury, SA, 2913",2019-06-09 16:22:12,dd89b202-2f5f-4700-86a0-64637f51783a,1,Rural,70000,11,1,3,Established,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,2019-06-09 16:22:12,
"Level 0
 4 Nichole Crossing
South Margarethaven, NT, 2554",2019-06-09 16:22:12,33704bb6-83f8-4808-9f74-1f1fdceb4de5,1,Block Of Units,650000,19,11,2,New,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,2019-06-09 16:22:12,
"984 Kelly Byway
Grantside, ACT, 2006",2019-06-09 16:22:12,7feb689b-880c-494c-83a3-69d9abf5edc3,1,Villa,390000,19,16,4,New,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,2019-06-09 16:22:12,
"6 Evans Driveway
Joneston, TAS, 0832",2019-06-09 16:22:12,de109754-97d8-4c68-9ae7-6c60c6a71a8b,1,Villa,390000,8,5,7,New,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,2019-06-09 16:22:12,
"704 Perez Green
Markborough, NT, 2631",2019-06-09 16:22:12,21c23200-edea-467b-896a-fd79cbc67047,1,Acreage,915000,9,10,2,New,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,2019-06-09 16:22:12,
"0 Kimberly Subway
East Wandahaven, SA, 2084",2019-06-09 16:22:12,b9855572-0f99-4fdb-b83e-c1021064d95e,1,House,180000,19,16,4,Established,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,2019-06-09 16:22:12,
"8 Alexandra Retreat
South Chelsea, VIC, 2985",2019-06-09 16:22:12,6c562fa6-1d0a-4b33-b7d6-a5d937ccbcff,1,Acreage,205000,4,5,6,New,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,2019-06-09 16:22:12,
"80 /
 40 Erik Crossing
Jensenville, NT, 2978",2019-06-09 16:22:12,dc85d818-d854-4c3e-bb8c-52980f9ffca8,1,Townhouse,225000,16,7,1,Established,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,2019-06-09 16:22:12,
"2 Price Roads
St. Joshuafurt, TAS, 2989",2019-06-09 16:22:12,8b4c910c-7202-4bd9-bfff-b2dee2506f8d,1,Land,480000,4,6,6,New,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,2019-06-09 16:22:12,
"Flat 48
 2 Wilson Plaza
North Crystaltown, QLD, 2975",2019-06-09 16:22:12,0c7fb04f-8bb8-499e-b099-fb4e12f2a8a9,1,Block Of Units,130000,12,12,2,New,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,2019-06-09 16:22:12,
"Suite 977
 370 Thornton Point
West Raymondborough, NSW, 2747",2019-06-09 16:22:12,288b000c-fe5d-4d43-b6ee-d4295a74aad8,1,Retirement Living,735000,7,6,6,New,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,2019-06-09 16:22:12,
"625 Dawn Turn
Washingtonfort, WA, 2699",2019-06-09 16:22:12,4b6f4133-25b2-4796-baef-79e0a8216fa9,1,House,95000,9,18,3,New,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,2019-06-09 16:22:12,
"Suite 621
 8 Allen Esplanade
Samuelview, VIC, 2611",2019-06-09 16:22:12,2f08cbda-b9fd-4db3-a68c-27bd84674edb,1,Block Of Units,705000,18,15,3,Established,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,2019-06-09 16:22:12,
"5 /
 5 Williams Piazza
New Christinabury, SA, 1114",2019-06-09 16:22:12,55aa1626-e302-4358-8002-9f2ca356122b,1,Block Of Units,255000,14,14,2,Established,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,2019-06-09 16:22:12,
"570 Rebecca Stairs
Port Carolyn, TAS, 1012",2019-06-09 16:22:12,eda54d53-7cf4-4038-a08e-14c5ca51dd33,1,Block Of Units,670000,4,9,4,New,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2019-06-09 16:22:12,
"384 Moody Beach
South Taylor, VIC, 2901",2019-06-09 16:22:12,6bb6a74a-cd0c-459f-a1c2-ecf5f5fb3c76,1,Acreage,660000,1,7,9,Established,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,2019-06-09 16:22:12,
"6 Norris Front
Savannahview, WA, 2986",2019-06-09 16:22:12,e5b0472a-2cb3-4679-99dd-9fc74f719d1d,1,Townhouse,185000,4,12,9,Established,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,2019-06-09 16:22:12,
"56 /
 243 Mitchell Thoroughfare
East Joelborough, WA, 2765",2019-06-09 16:22:12,5576e0d5-4503-45f9-a9bb-dde947d62af6,1,Apartment_Unit,350000,16,17,4,Established,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,2019-06-09 16:22:12,
"2 Miller Track
North Jessicabury, TAS, 2870",2019-06-09 16:22:12,9254f15f-a108-4599-abd4-e1c8a3e97b76,1,Block Of Units,595000,5,2,3,Established,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,2019-06-09 16:22:12,
"76 Belinda Beach
Teresafurt, NT, 2619",2019-06-09 16:22:12,3a1b26d0-6f05-4a71-9644-00d48056d0bd,1,Villa,470000,1,19,3,New,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,2019-06-09 16:22:12,
"Unit 06
 991 Koch Plaza
West Stephanieberg, NSW, 2933",2019-06-09 16:22:12,30b8f838-c86e-46cb-8314-5452d3e52bda,1,Apartment_Unit,385000,7,10,4,Established,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,2019-06-09 16:22:12,
"74 /
 25 Cardenas Tollway
North Mark, NSW, 8882",2019-06-09 16:22:12,1a6d2ba7-3597-4c0b-b8d4-306dc82dad6f,1,Retirement Living,840000,2,11,2,New,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,2019-06-09 16:22:12,
"Level 0
 044 Miller Villas
Allenberg, NT, 2427",2019-06-09 16:22:12,09363e55-8465-4002-a3fb-1e29d42745f5,1,Rural,265000,7,15,1,Established,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,2019-06-09 16:22:12,
"378 David Rise
Davisburgh, QLD, 2219",2019-06-09 16:22:12,541651a3-28a5-46d9-9693-0594110fcbfa,1,Villa,225000,9,3,2,Established,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,2019-06-09 16:22:12,
"259 Amanda Reach
West Ryanland, WA, 2006",2019-06-09 16:22:12,0020d50a-1a68-46eb-a022-bd516393f619,1,House,215000,16,11,2,Established,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,2019-06-09 16:22:12,
"0 /
 95 Wright Cutting
Timothymouth, TAS, 2665",2019-06-09 16:22:12,fb58007c-5bfc-43c5-a722-ffa04c7da8ef,1,Retirement Living,220000,15,18,1,Established,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,2019-06-09 16:22:12,
"858 Robert Flat
Dianehaven, WA, 0260",2019-06-09 16:22:12,499ee84f-72a7-47cc-b478-b58d2cbef6bd,1,Block Of Units,660000,12,18,1,Established,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,2019-06-09 16:22:12,
"Flat 16
 473 Adams Point
East Vincentfurt, WA, 2958",2019-06-09 16:22:12,20560ccb-c6f3-4dc7-b0a6-50e2ccc97baa,1,House,840000,13,9,6,Established,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,2019-06-09 16:22:12,
"5 Ramirez Concourse
Gregoryfort, VIC, 2920",2019-06-09 16:22:12,2e537c00-3c0c-4991-ba72-7617e7d44f00,1,Retirement Living,135000,6,9,3,New,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,2019-06-09 16:22:12,
"Level 7
 4 Vanessa Bend
St. Robertmouth, NT, 9871",2019-06-09 16:22:12,6cbae478-3435-407a-bf14-586f416a5219,1,Apartment_Unit,750000,9,3,1,Established,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,2019-06-09 16:22:12,
"51 Jack Rosebowl
St. Carolyn, NT, 2619",2019-06-09 16:22:12,c2d6daef-37ed-48f7-bd2b-db1d7a6ed292,1,Townhouse,630000,3,4,9,Established,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,2019-06-09 16:22:12,
